---,RevealSFX,ColorRevealSFX,ItemID,ItemType,BackgroundTexture,RevealTexture,ResultSlotTexture,bUseVideo,RevealVideoSource
EquipReveal_078,"None","None","EQUIP_MELEE_07","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/SSR_Equipment.SSR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_SSR.Icon_WeaponSelectTicket_SSR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_SSR.Icon_WeaponSelectTicket_SSR","False","None"
EquipReveal_079,"None","None","EQUIP_HELMET_08","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/R_Equipment.R_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_R.Icon_WeaponSelectTicket_R","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_R.Icon_WeaponSelectTicket_R","False","None"
EquipReveal_080,"None","None","EQUIP_MELEE_09","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/UR_Equipment.UR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_UR.Icon_WeaponRandomTicket_UR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_UR.Icon_WeaponRandomTicket_UR","False","None"
EquipReveal_081,"None","None","EQUIP_RANGED_10","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/R_Equipment.R_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_R.Icon_WeaponSelectTicket_R","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_R.Icon_WeaponSelectTicket_R","False","None"
EquipReveal_082,"None","None","EQUIP_ARMOR_11","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_083,"None","None","EQUIP_ARMOR_12","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/SSR_Equipment.SSR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_SSR.Icon_WeaponSelectTicket_SSR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_SSR.Icon_WeaponSelectTicket_SSR","False","None"
EquipReveal_084,"None","None","EQUIP_MELEE_13","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_085,"None","None","EQUIP_ARMOR_14","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_086,"None","None","EQUIP_MELEE_15","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_087,"None","None","EQUIP_HELMET_16","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_088,"None","None","EQUIP_HELMET_17","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_089,"None","None","EQUIP_RANGED_18","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/SR_Equipment.SR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_SR.Icon_WeaponRandomTicket_SR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_SR.Icon_WeaponRandomTicket_SR","False","None"
EquipReveal_090,"None","None","EQUIP_ARMOR_19","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/SSR_Equipment.SSR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_SSR.Icon_WeaponSelectTicket_SSR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_SSR.Icon_WeaponSelectTicket_SSR","False","None"
EquipReveal_091,"None","None","EQUIP_RANGED_20","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_092,"None","None","EQUIP_ARMOR_21","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_093,"None","None","EQUIP_MELEE_22","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/UR_Equipment.UR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_UR.Icon_WeaponRandomTicket_UR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_UR.Icon_WeaponRandomTicket_UR","False","None"
EquipReveal_094,"None","None","EQUIP_MELEE_23","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_095,"None","None","EQUIP_RANGED_24","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/SR_Equipment.SR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_SR.Icon_WeaponRandomTicket_SR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_SR.Icon_WeaponRandomTicket_SR","False","None"
EquipReveal_096,"None","None","EQUIP_ARMOR_25","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/SSR_Equipment.SSR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_SSR.Icon_WeaponSelectTicket_SSR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_SSR.Icon_WeaponSelectTicket_SSR","False","None"
EquipReveal_097,"None","None","EQUIP_ARMOR_26","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_098,"None","None","EQUIP_ARMOR_27","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/R_Equipment.R_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_R.Icon_WeaponSelectTicket_R","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_R.Icon_WeaponSelectTicket_R","False","None"
EquipReveal_099,"None","None","EQUIP_HELMET_28","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/SSR_Equipment.SSR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_SSR.Icon_WeaponSelectTicket_SSR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_SSR.Icon_WeaponSelectTicket_SSR","False","None"
EquipReveal_100,"None","None","EQUIP_HELMET_29","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_101,"None","None","EQUIP_MELEE_30","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_102,"None","None","EQUIP_ARMOR_31","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/UR_Equipment.UR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_UR.Icon_WeaponRandomTicket_UR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_UR.Icon_WeaponRandomTicket_UR","False","None"
EquipReveal_103,"None","None","EQUIP_HELMET_32","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/R_Equipment.R_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_R.Icon_WeaponSelectTicket_R","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_R.Icon_WeaponSelectTicket_R","False","None"
EquipReveal_104,"None","None","EQUIP_ARMOR_33","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_105,"None","None","EQUIP_RANGED_34","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_106,"None","None","EQUIP_HELMET_35","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/SSR_Equipment.SSR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_SSR.Icon_WeaponSelectTicket_SSR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_SSR.Icon_WeaponSelectTicket_SSR","False","None"
EquipReveal_107,"None","None","EQUIP_HELMET_36","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_108,"None","None","EQUIP_ARMOR_37","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/R_Equipment.R_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_R.Icon_WeaponSelectTicket_R","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_R.Icon_WeaponSelectTicket_R","False","None"
EquipReveal_109,"None","None","EQUIP_MELEE_38","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/SR_Equipment.SR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_SR.Icon_WeaponRandomTicket_SR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_SR.Icon_WeaponRandomTicket_SR","False","None"
EquipReveal_110,"None","None","EQUIP_HELMET_39","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/UR_Equipment.UR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_UR.Icon_WeaponRandomTicket_UR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_UR.Icon_WeaponRandomTicket_UR","False","None"
EquipReveal_111,"None","None","EQUIP_HELMET_40","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_112,"None","None","EQUIP_RANGED_41","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/SR_Equipment.SR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_SR.Icon_WeaponRandomTicket_SR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_SR.Icon_WeaponRandomTicket_SR","False","None"
EquipReveal_113,"None","None","EQUIP_RANGED_42","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_114,"None","None","EQUIP_HELMET_43","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/UR_Equipment.UR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_UR.Icon_WeaponRandomTicket_UR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_UR.Icon_WeaponRandomTicket_UR","False","None"
EquipReveal_115,"None","None","EQUIP_MELEE_44","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_116,"None","None","EQUIP_HELMET_45","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/SR_Equipment.SR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_SR.Icon_WeaponRandomTicket_SR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_SR.Icon_WeaponRandomTicket_SR","False","None"
EquipReveal_117,"None","None","EQUIP_ARMOR_46","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/R_Equipment.R_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_R.Icon_WeaponSelectTicket_R","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_R.Icon_WeaponSelectTicket_R","False","None"
EquipReveal_118,"None","None","EQUIP_RANGED_47","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/SSR_Equipment.SSR_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_SSR.Icon_WeaponSelectTicket_SSR","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_SSR.Icon_WeaponSelectTicket_SSR","False","None"
EquipReveal_119,"None","None","EQUIP_MELEE_48","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_120,"None","None","EQUIP_MELEE_49","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/N_Equipment.N_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponRandomTicket_N.Icon_WeaponRandomTicket_N","False","None"
EquipReveal_121,"None","None","EQUIP_RANGED_50","Equipment","/Game/Test/PYI/Gacha/Reveal/Backgrounds/R_Equipment.R_Equipment","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_R.Icon_WeaponSelectTicket_R","/Game/Assets/BlackStromAsset/UI/Icon/Icon_Basics/Icon_WeaponSelectTicket_R.Icon_WeaponSelectTicket_R","False","None"
